fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff_info
ohc_1-0-18_7-2 osteology ns2:osteology_common mortuaryTreatment,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.mortuaryTreatment,Osteology Information,Mortuary treatment,Mortuary treatment,"",mortuaryTreatment,string,n,n,n/a,vocabulary: mortuarytreatment,"",
anthro_7-0-0 osteology ns2:osteology_common mortuaryTreatmentNote,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.mortuaryTreatmentNote,Osteology Information,Mortuary treatment,Mortuary treatment note,"",mortuaryTreatmentNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_common mortuaryTreatmentNote,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.mortuaryTreatmentNote,Osteology Information,Mortuary treatment,Mortuary treatment note,"",mortuaryTreatmentNote,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_common behrensmeyerSingleLower,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.behrensmeyerSingleLower,Osteology Information,Behrensmeyer stage,Behrensmeyer stage - Single/lower,"",behrensmeyerSingleLower,string,n,n,n/a,vocabulary: behrensmeyer,"",
ohc_1-0-18_7-2 osteology ns2:osteology_common behrensmeyerSingleLower,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.behrensmeyerSingleLower,Osteology Information,Behrensmeyer stage,Behrensmeyer stage - Single/lower,"",behrensmeyerSingleLower,string,n,n,n/a,vocabulary: behrensmeyer,"",
anthro_7-0-0 osteology ns2:osteology_common behrensmeyerUpper,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.behrensmeyerUpper,Osteology Information,Behrensmeyer stage,Behrensmeyer stage - Upper,"",behrensmeyerUpper,string,n,n,n/a,vocabulary: behrensmeyer,"",
ohc_1-0-18_7-2 osteology ns2:osteology_common behrensmeyerUpper,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.behrensmeyerUpper,Osteology Information,Behrensmeyer stage,Behrensmeyer stage - Upper,"",behrensmeyerUpper,string,n,n,n/a,vocabulary: behrensmeyer,"",
anthro_7-0-0 osteology ns2:osteology_common NotesOnElementInventory,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.NotesOnElementInventory,Osteology Information,"",Inventory note,"",NotesOnElementInventory,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_common NotesOnElementInventory,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.NotesOnElementInventory,Osteology Information,"",Inventory note,"",NotesOnElementInventory,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_common pathologyNote,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.pathologyNote,Osteology Information,"",General pathology and trauma note,"",pathologyNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_common pathologyNote,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.pathologyNote,Osteology Information,"",General pathology and trauma note,"",pathologyNote,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_common InventoryIsComplete,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.InventoryIsComplete,Osteology Information,"",Inventory complete,"",InventoryIsComplete,boolean,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_common InventoryIsComplete,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.InventoryIsComplete,Osteology Information,"",Inventory complete,"",InventoryIsComplete,boolean,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_common inventoryAnalyst,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.inventoryAnalyst,Osteology Information,"",Inventory analyst,"",inventoryAnalyst,string,y,n,n/a,authority: person/local,"",
ohc_1-0-18_7-2 osteology ns2:osteology_common inventoryAnalyst,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.inventoryAnalyst,Osteology Information,"",Inventory analyst,"",inventoryAnalyst,string,n,n,n/a,authority: person/local,"",
anthro_7-0-0 osteology ns2:osteology_common inventoryDate,anthro_7-0-0,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.inventoryDate,Osteology Information,"",Inventory date,"",inventoryDate,date,y,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_common inventoryDate,ohc_1-0-18_7-2,osteology,ns2:osteology_common,ns2:osteology_common,osteology_common.inventoryDate,Osteology Information,"",Inventory date,"",inventoryDate,date,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology Notes_DentalPathology,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_DentalPathology,Osteology Information,"",Dental pathology (incl. alveolar),"",Notes_DentalPathology,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology Notes_DentalPathology,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_DentalPathology,Osteology Information,"",Dental pathology (incl. alveolar),"",Notes_DentalPathology,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology Notes_CranialPathology,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_CranialPathology,Osteology Information,"",Cranial bony pathology,"",Notes_CranialPathology,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology Notes_CranialPathology,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_CranialPathology,Osteology Information,"",Cranial bony pathology,"",Notes_CranialPathology,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology Notes_PostcranialPathology,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_PostcranialPathology,Osteology Information,"",Postcranial bony pathology,"",Notes_PostcranialPathology,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology Notes_PostcranialPathology,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_PostcranialPathology,Osteology Information,"",Postcranial bony pathology,"",Notes_PostcranialPathology,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology Notes_CulturalModifications,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_CulturalModifications,Osteology Information,"",Cultural modification,"",Notes_CulturalModifications,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology Notes_CulturalModifications,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_CulturalModifications,Osteology Information,"",Cultural modification,"",Notes_CulturalModifications,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology Notes_NHTaphonomicAlterations,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_NHTaphonomicAlterations,Osteology Information,"",Nonhuman taphonomic alteration,"",Notes_NHTaphonomicAlterations,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology Notes_NHTaphonomicAlterations,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_NHTaphonomicAlterations,Osteology Information,"",Nonhuman taphonomic alteration,"",Notes_NHTaphonomicAlterations,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology Notes_CuratorialSuffixing,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_CuratorialSuffixing,Osteology Information,"",Curatorial suffixing note,"",Notes_CuratorialSuffixing,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology Notes_CuratorialSuffixing,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.Notes_CuratorialSuffixing,Osteology Information,"",Curatorial suffixing note,"",Notes_CuratorialSuffixing,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology cranialDeformationPresent,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.cranialDeformationPresent,Cultural Modification Information,Cranial Deformation Information,Is any evidence of cranial deformation present?,"",cranialDeformationPresent,boolean,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology cranialDeformationPresent,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.cranialDeformationPresent,Cultural Modification Information,Cranial Deformation Information,Is any evidence of cranial deformation present?,"",cranialDeformationPresent,boolean,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology cranialDeformationCategory,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.cranialDeformationCategory,Cultural Modification Information,Cranial Deformation Information,Cranial deformation general category,cranialDeformationCategories,cranialDeformationCategory,string,n,y,n,vocabulary: cranialdeformationcategory,"",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology cranialDeformationCategory,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.cranialDeformationCategory,Cultural Modification Information,Cranial Deformation Information,Cranial deformation general category,cranialDeformationCategories,cranialDeformationCategory,string,n,y,n,vocabulary: cranialdeformationcategory,"",
anthro_7-0-0 osteology ns2:osteology_anthropology cranialDeformationNote,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.cranialDeformationNote,Cultural Modification Information,Cranial Deformation Information,Cranial deformation comment,"",cranialDeformationNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology cranialDeformationNote,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.cranialDeformationNote,Cultural Modification Information,Cranial Deformation Information,Cranial deformation comment,"",cranialDeformationNote,string,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationPresent,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationPresent,Cultural Modification Information,Trepanation Information,Is any evidence of trepanation present?,"",trepanationPresent,boolean,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationPresent,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationPresent,Cultural Modification Information,Trepanation Information,Is any evidence of trepanation present?,"",trepanationPresent,boolean,n,n,n/a,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationLocation,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationLocation,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation location (bone and side),trepanationGroupList > trepanationGroup,trepanationLocation,string,n,n,y,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationLocation,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationLocation,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation location (bone and side),trepanationGroupList > trepanationGroup,trepanationLocation,string,n,n,y,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationDimensionMax,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationDimensionMax,Cultural Modification Information,Trepanation Information > Trepanation > Dimension (mm),Trepanation dimension max.,trepanationGroupList > trepanationGroup,trepanationDimensionMax,float,n,n,y,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationDimensionMax,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationDimensionMax,Cultural Modification Information,Trepanation Information > Trepanation > Dimension (mm),Trepanation dimension max.,trepanationGroupList > trepanationGroup,trepanationDimensionMax,float,n,n,y,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationDimensionMin,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationDimensionMin,Cultural Modification Information,Trepanation Information > Trepanation > Dimension (mm),Trepanation dimension min.,trepanationGroupList > trepanationGroup,trepanationDimensionMin,float,n,n,y,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationDimensionMin,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationDimensionMin,Cultural Modification Information,Trepanation Information > Trepanation > Dimension (mm),Trepanation dimension min.,trepanationGroupList > trepanationGroup,trepanationDimensionMin,float,n,n,y,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationTechnique,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationTechnique,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation technique,trepanationGroupList > trepanationGroup,trepanationTechnique,string,n,n,y,vocabulary: trepanationtechnique,"",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationTechnique,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationTechnique,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation technique,trepanationGroupList > trepanationGroup,trepanationTechnique,string,n,n,y,vocabulary: trepanationtechnique,"",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationHealing,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationHealing,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation healing,trepanationGroupList > trepanationGroup,trepanationHealing,string,n,n,y,vocabulary: trepanationhealing,"",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationHealing,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationHealing,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation healing,trepanationGroupList > trepanationGroup,trepanationHealing,string,n,n,y,vocabulary: trepanationhealing,"",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationCertainty,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationCertainty,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation certainty,trepanationGroupList > trepanationGroup,trepanationCertainty,string,n,n,y,vocabulary: trepanationcertainty,"",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationCertainty,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationCertainty,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation certainty,trepanationGroupList > trepanationGroup,trepanationCertainty,string,n,n,y,vocabulary: trepanationcertainty,"",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationNote,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationNote,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation comment,trepanationGroupList > trepanationGroup,trepanationNote,string,n,n,y,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationNote,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationNote,Cultural Modification Information,Trepanation Information > Trepanation,Trepanation comment,trepanationGroupList > trepanationGroup,trepanationNote,string,n,n,y,"","",
anthro_7-0-0 osteology ns2:osteology_anthropology trepanationGeneralNote,anthro_7-0-0,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationGeneralNote,Cultural Modification Information,Trepanation Information,Trepanation general comment,"",trepanationGeneralNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 osteology ns2:osteology_anthropology trepanationGeneralNote,ohc_1-0-18_7-2,osteology,ns2:osteology_anthropology,ns2:osteology_anthropology,osteology_anthropology.trepanationGeneralNote,Cultural Modification Information,Trepanation Information,Trepanation general comment,"",trepanationGeneralNote,string,n,n,n/a,"","",
anthro_7-0-0 taxon ns2:taxon_common termDisplayName,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termDisplayName,Taxonomic Name Information,Term,Term display name,taxonTermGroupList > taxonTermGroup,termDisplayName,string,y,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termDisplayName,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termDisplayName,Taxonomic Name Information,Term,Term display name,taxonTermGroupList > taxonTermGroup,termDisplayName,string,y,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common termFormattedDisplayName,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termFormattedDisplayName,Taxonomic Name Information,Term,Formatted display name,taxonTermGroupList > taxonTermGroup,termFormattedDisplayName,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termFormattedDisplayName,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termFormattedDisplayName,Taxonomic Name Information,Term,Formatted display name,taxonTermGroupList > taxonTermGroup,termFormattedDisplayName,string,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common termQualifier,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termQualifier,Taxonomic Name Information,Term,Term qualifier,taxonTermGroupList > taxonTermGroup,termQualifier,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termQualifier,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termQualifier,Taxonomic Name Information,Term,Term qualifier,taxonTermGroupList > taxonTermGroup,termQualifier,string,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common termStatus,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termStatus,Taxonomic Name Information,Term,Term status,taxonTermGroupList > taxonTermGroup,termStatus,string,n,n,y,option list: taxonTermStatuses,"accepted, provisional, rejected, under review",
ohc_1-0-18_7-2 taxon ns2:taxon_common termStatus,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termStatus,Taxonomic Name Information,Term,Term status,taxonTermGroupList > taxonTermGroup,termStatus,string,n,n,y,option list: taxonTermStatuses,"accepted, provisional, rejected, under review",
anthro_7-0-0 taxon ns2:taxon_common termType,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termType,Taxonomic Name Information,Term,Term type,taxonTermGroupList > taxonTermGroup,termType,string,n,n,y,option list: taxonTermTypes,"alternate descriptor, descriptor, used for term",
ohc_1-0-18_7-2 taxon ns2:taxon_common termType,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termType,Taxonomic Name Information,Term,Term type,taxonTermGroupList > taxonTermGroup,termType,string,n,n,y,option list: taxonTermTypes,"alternate descriptor, descriptor, used for term",
anthro_7-0-0 taxon ns2:taxon_common termFlag,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termFlag,Taxonomic Name Information,Term,Term flag,taxonTermGroupList > taxonTermGroup,termFlag,string,n,n,y,vocabulary: taxontermflag,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common termFlag,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termFlag,Taxonomic Name Information,Term,Term flag,taxonTermGroupList > taxonTermGroup,termFlag,string,n,n,y,vocabulary: taxontermflag,"",
anthro_7-0-0 taxon ns2:taxon_common taxonomicStatus,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonomicStatus,Taxonomic Name Information,Term,Taxonomic status,taxonTermGroupList > taxonTermGroup,taxonomicStatus,string,n,n,y,option list: taxonomicStatuses,"accepted, invalid, misapplied name, valid",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonomicStatus,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonomicStatus,Taxonomic Name Information,Term,Taxonomic status,taxonTermGroupList > taxonTermGroup,taxonomicStatus,string,n,n,y,option list: taxonomicStatuses,"accepted, invalid, misapplied name, valid",
anthro_7-0-0 taxon ns2:taxon_common termLanguage,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termLanguage,Taxonomic Name Information,Term,Term language,taxonTermGroupList > taxonTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common termLanguage,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termLanguage,Taxonomic Name Information,Term,Term language,taxonTermGroupList > taxonTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",
anthro_7-0-0 taxon ns2:taxon_common termPrefForLang,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termPrefForLang,Taxonomic Name Information,Term,Term preferred for lang,taxonTermGroupList > taxonTermGroup,termPrefForLang,boolean,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termPrefForLang,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termPrefForLang,Taxonomic Name Information,Term,Term preferred for lang,taxonTermGroupList > taxonTermGroup,termPrefForLang,boolean,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common termSource,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSource,Taxonomic Name Information,Term > Source,Term source name,taxonTermGroupList > taxonTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common termSource,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSource,Taxonomic Name Information,Term > Source,Term source name,taxonTermGroupList > taxonTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",
anthro_7-0-0 taxon ns2:taxon_common termSourceDetail,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceDetail,Taxonomic Name Information,Term > Source,Term source detail,taxonTermGroupList > taxonTermGroup,termSourceDetail,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termSourceDetail,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceDetail,Taxonomic Name Information,Term > Source,Term source detail,taxonTermGroupList > taxonTermGroup,termSourceDetail,string,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common termSourceID,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceID,Taxonomic Name Information,Term > Source,Term source ID,taxonTermGroupList > taxonTermGroup,termSourceID,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termSourceID,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceID,Taxonomic Name Information,Term > Source,Term source ID,taxonTermGroupList > taxonTermGroup,termSourceID,string,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common termSourceNote,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceNote,Taxonomic Name Information,Term > Source,Term source note,taxonTermGroupList > taxonTermGroup,termSourceNote,string,n,n,y,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common termSourceNote,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.termSourceNote,Taxonomic Name Information,Term > Source,Term source note,taxonTermGroupList > taxonTermGroup,termSourceNote,string,n,n,y,"","",
anthro_7-0-0 taxon ns2:taxon_common taxonRank,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonRank,Taxonomic Name Information,"",Rank,"",taxonRank,string,n,n,n/a,option list: taxonRanks,"class, division, domain, family, genus, kingdom, order, phylum, species",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonRank,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonRank,Taxonomic Name Information,"",Rank,"",taxonRank,string,n,n,n/a,option list: taxonRanks,"class, division, domain, family, genus, kingdom, order, phylum, species",
anthro_7-0-0 taxon ns2:taxon_common taxonCurrency,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonCurrency,Taxonomic Name Information,"",Currency,"",taxonCurrency,string,n,n,n/a,option list: taxonCurrencies,"archaic, current, obsolete",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonCurrency,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonCurrency,Taxonomic Name Information,"",Currency,"",taxonCurrency,string,n,n,n/a,option list: taxonCurrencies,"archaic, current, obsolete",
anthro_7-0-0 taxon ns2:taxon_common taxonAuthor,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonAuthor,Taxonomic Name Information,Author,Author name,taxonAuthorGroupList > taxonAuthorGroup,taxonAuthor,string,n,n,y,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonAuthor,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonAuthor,Taxonomic Name Information,Author,Author name,taxonAuthorGroupList > taxonAuthorGroup,taxonAuthor,string,n,n,y,authority: person/local; authority: organization/local,"",
anthro_7-0-0 taxon ns2:taxon_common taxonAuthorType,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonAuthorType,Taxonomic Name Information,Author,Author type,taxonAuthorGroupList > taxonAuthorGroup,taxonAuthorType,string,n,n,y,option list: taxonAuthorTypes,"ascribed, parenthetical",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonAuthorType,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonAuthorType,Taxonomic Name Information,Author,Author type,taxonAuthorGroupList > taxonAuthorGroup,taxonAuthorType,string,n,n,y,option list: taxonAuthorTypes,"ascribed, parenthetical",
anthro_7-0-0 taxon ns2:taxon_common taxonYear,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonYear,Taxonomic Name Information,"",Year,"",taxonYear,string,n,n,n/a,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonYear,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonYear,Taxonomic Name Information,"",Year,"",taxonYear,string,n,n,n/a,"","",
anthro_7-0-0 taxon ns2:taxon_common taxonIsNamedHybrid,anthro_7-0-0,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonIsNamedHybrid,Taxonomic Name Information,"",Is named hybrid,"",taxonIsNamedHybrid,boolean,n,n,n/a,"","",
ohc_1-0-18_7-2 taxon ns2:taxon_common taxonIsNamedHybrid,ohc_1-0-18_7-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.taxonIsNamedHybrid,Taxonomic Name Information,"",Is named hybrid,"",taxonIsNamedHybrid,boolean,n,n,n/a,"","",
