fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,dumbfieldname,new?
core chronology ns2:chronologies_common assocOrganizationType,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocOrganizationType,Associated Authorities,Associated organization,multiple msg matches: chronologies_common.assocOrganizationType,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",chronology assocOrganizationType,y
core chronology ns2:chronologies_common assocOrganizationStructuredDateGroup,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocOrganizationStructuredDateGroup,Associated Authorities,Associated organization,Associated organization date,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationStructuredDateGroup,structured date group,n,n,y,"","",chronology assocOrganizationStructuredDateGroup,y
core chronology ns2:chronologies_common assocOrganizationCitation,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocOrganizationCitation,Associated Authorities,Associated organization,Associated organization citation,assocOrganizationAuthGroupList > assocOrganizationAuthGroup > assocOrganizationCitations,assocOrganizationCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",chronology assocOrganizationCitation,y
core chronology ns2:chronologies_common assocOrganizationNote,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocOrganizationNote,Associated Authorities,Associated organization,multiple msg matches: chronologies_common.assocOrganizationNote,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationNote,string,n,n,y,"","",chronology assocOrganizationNote,y
core chronology ns2:chronologies_common assocConcept,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocConcept,Associated Authorities,Associated concept,multiple msg matches: chronologies_common.assocConcept,assocConceptAuthGroupList > assocConceptAuthGroup,assocConcept,string,n,n,y,authority: concept/activity; authority: concept/associated; authority: concept/material; authority: concept/nomenclature; authority: concept/occasion,"",chronology assocConcept,y
core chronology ns2:chronologies_common assocConceptType,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocConceptType,Associated Authorities,Associated concept,multiple msg matches: chronologies_common.assocConceptType,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",chronology assocConceptType,y
core chronology ns2:chronologies_common assocConceptStructuredDateGroup,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocConceptStructuredDateGroup,Associated Authorities,Associated concept,Associated concept date,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptStructuredDateGroup,structured date group,n,n,y,"","",chronology assocConceptStructuredDateGroup,y
core chronology ns2:chronologies_common assocConceptCitation,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocConceptCitation,Associated Authorities,Associated concept,Associated concept citation,assocConceptAuthGroupList > assocConceptAuthGroup > assocConceptCitations,assocConceptCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",chronology assocConceptCitation,y
core chronology ns2:chronologies_common assocConceptNote,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocConceptNote,Associated Authorities,Associated concept,multiple msg matches: chronologies_common.assocConceptNote,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptNote,string,n,n,y,"","",chronology assocConceptNote,y
core chronology ns2:chronologies_common assocPlace,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocPlace,Associated Authorities,Associated place,multiple msg matches: chronologies_common.assocPlace,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlace,string,n,n,y,authority: place/local; authority: place/tgn,"",chronology assocPlace,y
core chronology ns2:chronologies_common assocPlaceType,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocPlaceType,Associated Authorities,Associated place,multiple msg matches: chronologies_common.assocPlaceType,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",chronology assocPlaceType,y
core chronology ns2:chronologies_common assocPlaceStructuredDateGroup,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocPlaceStructuredDateGroup,Associated Authorities,Associated place,Associated place date,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceStructuredDateGroup,structured date group,n,n,y,"","",chronology assocPlaceStructuredDateGroup,y
core chronology ns2:chronologies_common assocPlaceCitation,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocPlaceCitation,Associated Authorities,Associated place,Associated place citation,assocPlaceAuthGroupList > assocPlaceAuthGroup > assocPlaceCitations,assocPlaceCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",chronology assocPlaceCitation,y
core chronology ns2:chronologies_common assocPlaceNote,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocPlaceNote,Associated Authorities,Associated place,multiple msg matches: chronologies_common.assocPlaceNote,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceNote,string,n,n,y,"","",chronology assocPlaceNote,y
core chronology ns2:chronologies_common assocChronology,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocChronology,Associated Authorities,Associated event/era,Associated event/era,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronology,string,n,n,y,authority: chronology/era; authority: chronology/event,"",chronology assocChronology,y
core chronology ns2:chronologies_common assocChronologyType,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocChronologyType,Associated Authorities,Associated event/era,Associated event/era relationship/type,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",chronology assocChronologyType,y
core chronology ns2:chronologies_common assocChronologyStructuredDateGroup,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocChronologyStructuredDateGroup,Associated Authorities,Associated event/era,Associated event/era date,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyStructuredDateGroup,structured date group,n,n,y,"","",chronology assocChronologyStructuredDateGroup,y
core chronology ns2:chronologies_common assocChronologyCitation,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocChronologyCitation,Associated Authorities,Associated event/era,Associated event/era citation,assocChronologyAuthGroupList > assocChronologyAuthGroup > assocChronologyCitations,assocChronologyCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",chronology assocChronologyCitation,y
core chronology ns2:chronologies_common assocChronologyNote,core,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.assocChronologyNote,Associated Authorities,Associated event/era,Associated event/era note,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyNote,string,n,n,y,"","",chronology assocChronologyNote,y
core collectionobject ns2:collectionobjects_common objectNumber,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNumber,Object Identification Information,"",Identification number,"",objectNumber,string,y,n,n/a,"","",collectionobject objectNumber,""
core collectionobject ns2:collectionobjects_common numberValue,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberValue,Object Identification Information,Other number,Other number value,otherNumberList > otherNumber,numberValue,string,n,n,y,"","",collectionobject numberValue,""
core collectionobject ns2:collectionobjects_common numberType,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberType,Object Identification Information,Other number,Other number type,otherNumberList > otherNumber,numberType,string,n,n,y,option list: numberTypes,"associated uuid, barcode, lender, obsolete, previous, serial, unknown",collectionobject numberType,""
core collectionobject ns2:collectionobjects_common responsibleDepartment,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.responsibleDepartment,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings",collectionobject responsibleDepartment,""
core collectionobject ns2:collectionobjects_common collection,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.collection,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"library-collection, permanent-collection, study-collection, teaching-collection",collectionobject collection,""
core collectionobject ns2:collectionobjects_common namedCollection,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.namedCollection,Object Identification Information,"",Named collection,namedCollections,namedCollection,string,n,y,n,authority: work/local,"",collectionobject namedCollection,""
core collectionobject ns2:collectionobjects_common descriptionLevel,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.descriptionLevel,Object Identification Information,"",Description level,"",descriptionLevel,string,n,n,n/a,vocabulary: descriptionlevel,"",collectionobject descriptionLevel,""
core collectionobject ns2:collectionobjects_common recordStatus,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.recordStatus,Object Identification Information,"",Record status,"",recordStatus,string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary",collectionobject recordStatus,""
core collectionobject ns2:collectionobjects_common publishTo,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.publishTo,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,"",collectionobject publishTo,""
core collectionobject ns2:collectionobjects_common inventoryStatus,core,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inventoryStatus,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary: inventorystatus,"",collectionobject inventoryStatus,""
