"profile","record_type","ui_info_group","ui_path","ui_field_label","xml_path","xml_field_name","data_source","repeatability"
"ohc_1-0-6","uoc","Use of Collections Information",,"Location","locationList","location","authority: organization/local; authority: place/local; authority: location/local","repeatable field, not in fieldgroup"
"ohc_1-0-6","uoc","Use of Collections Information","Staff","Staff name","staffGroupList > staffGroup","staffName","authority: person/local; authority: organization/local","part of repeatable field group"
"ohc_1-0-6","uoc","Use of Collections Information","User","User name","userGroupList > userGroup","user","authority: person/local; authority: organization/local","part of repeatable field group"
"ohc_1-0-6","work","Work Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"ohc_1-0-6","work","Work Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"ohc_1-0-6","work","Work Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"ohc_1-0-6","work","Work Information","Creator","Creator name","creatorGroupList > creatorGroup","creator","authority: person/local; authority: organization/local","part of repeatable field group"
"ohc_1-0-6","work","Work Information","Publisher","Publisher name","publisherGroupList > publisherGroup","publisher","authority: person/local; authority: organization/local","part of repeatable field group"
"ohc_1-0-6","work","Work Information","Term > Source","Term source name","workTermGroupList > workTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","acquisition","Acquisition Information","Funding","Funding source","acquisitionFundingList > acquisitionFunding","acquisitionFundingSource","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","acquisition","Acquisition Information",,"Acquisition source","acquisitionSources","acquisitionSource","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","acquisition","Commission Information",,"Commissioning body","commissioningBodyList","commissioningBody","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"publicart_3-0-0","acquisition","Acquisition Information",,"Owner","owners","owner","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","citation","Citation Information","Agent","Agent name","citationAgentInfoGroupList > citationAgentInfoGroup","agent","authority: person/local; authority: organization/local","part of repeatable field group"
"publicart_3-0-0","citation","Citation Information","Term > Source","Term source name","citationTermGroupList > citationTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","collectionobject","Object Identification Information","Annotation","Annotation author","annotationGroupList > annotationGroup","annotationAuthor","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","collectionobject","Object Description Information","Content","Content organization","contentOrganizations","contentOrganization","authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","collectionobject","Object Description Information","Content","Content person","contentPersons","contentPerson","authority: person/local; authority: person/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","collectionobject","Object Description Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","collectionobject","Object Production Information","Production organization","Production organization","objectProductionOrganizationGroupList > objectProductionOrganizationGroup","objectProductionOrganization","authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","collectionobject","Object Production Information","Production person","Production person","objectProductionPersonGroupList > objectProductionPersonGroup","objectProductionPerson","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","collectionobject","Object Identification Information","Object Owner's Contribution Information","Owner","owners","owner","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","collectionobject","Object Identification Information",,"Collection","publicartCollections","publicartCollection","authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","collectionobject","Object Production Information","Artwork creator","Artwork creator name","publicartProductionPersonGroupList > publicartProductionPersonGroup","publicartProductionPerson","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","collectionobject","Reference Information","Reference > Reference Information","Reference","referenceGroupList > referenceGroup","reference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","collectionobject","Object Description Information","Textual Inscription > Textual inscription","Textual inscription inscriber","textualInscriptionGroupList > textualInscriptionGroup","inscriptionContentInscriber","authority: person/local; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","concept","Concept Information","Term > Source","Term source name","conceptTermGroupList > conceptTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","conservation","Conservation Treatment Information",,"Conservator","conservators","conservator","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","conservation","Conservation Treatment Information","Examination","Examination staff","examinationGroupList > examinationGroup","examinationStaff","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","conservation","Conservation Treatment Information","Other treatment party","Other treatment party name","otherPartyGroupList > otherPartyGroup","otherParty","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","exhibition","Exhibition Information","Support","Support name","exhibitionSupportGroupList > exhibitionSupportGroup","exhibitionSupport","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","exhibition","Exhibition Information",,"Organizer","organizers","organizer","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","exhibition","Exhibition Information","Venue","Venue name","venueGroupList > venueGroup","venue","authority: organization/local; authority: organization/shared; authority: location/local; authority: location/offsite; authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","group","Checklist Information","Checklist > Checklist item","Checklist item assigned to","checklistGroupList > checklistGroup > checklistItemGroupList > checklistItemGroup","checklistAssignee","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","insurance","Insurance and Indemnity Information","Quote","Quote provider","quoteProviderGroupList > quoteProviderGroup","insuranceIndemnityQuoteProvider","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","intake","Object Entry Information","Approval","Approval individual","approvalGroupList > approvalGroup","approvalIndividual","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","intake","Condition Check Information",,"Condition check assessor","conditionCheckersOrAssessors","conditionCheckerOrAssessor","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","intake","Location Information","Current location","Current location","currentLocationGroupList > currentLocationGroup","currentLocation","authority: location/local; authority: location/offsite; authority: organization/local; authority: organization/shared; authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","intake","Object Entry Information",,"Current owner","currentOwners","currentOwner","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","intake","Object Entry Information","Depositor","Depositor name","depositorGroupList > depositorGroup","depositor","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","loanin","Loan In Information","Lender","Lender name","lenderGroupList > lenderGroup","lender","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","loanin","Loan In Information","Lender","Lender contact","lenderGroupList > lenderGroup","lendersContact","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","loanin","Loan In Information","Loan status","Loan status individual","loanStatusGroupList > loanStatusGroup","loanIndividual","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","loanout","Loan Out Information","Loan status","Loan status individual","loanStatusGroupList > loanStatusGroup","loanIndividual","authority: person/local; authority: person/shared","part of repeatable field group"
"publicart_3-0-0","location","Storage Location Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","location","Storage Location Information",,"Address county","addrGroupList > addrGroup","addressCounty","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","location","Storage Location Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","location","Storage Location Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","location","Storage Location Information","Term > Source","Term source name","locTermGroupList > locTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","media","Media Handling Information",,"Rights holder","publicartRightsHolders","publicartRightsHolder","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","organization","Organization Information","Term > Source","Term source name","orgTermGroupList > orgTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","person","Person Information",,"Person's organization","organizations","organization","authority: organization/local; authority: organization/shared","repeatable field, not in fieldgroup"
"publicart_3-0-0","person","Person Information","Term > Source","Term source name","personTermGroupList > personTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","place","Place Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","place","Place Information",,"Address county","addrGroupList > addrGroup","addressCounty","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","place","Place Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","place","Place Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/shared","part of repeatable field group"
"publicart_3-0-0","place","Georeference Information","Georeference","Georeferenced by","placeGeoRefGroupList > placeGeoRefGroup","geoReferencedBy","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","place","Place Information","Term > Source","Term source name","placeTermGroupList > placeTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"publicart_3-0-0","place","Place Information","Ownership","Owner","publicartPlaceOwnerGroupList > publicartPlaceOwnerGroup","owner","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","transport","Transport Information",,"Courier name","courierGroupList > courierGroup","courier","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","transport","Cost Information",,"Shipping quote provider","shippingQuoteGroupList > shippingQuoteGroup","shippingQuoteProvider","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","uoc","Use of Collections Information","Authorization","Authorized by","authorizationGroupList > authorizationGroup","authorizedBy","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","uoc","Use of Collections Information",,"Location","locationList","location","authority: organization/local; authority: organization/shared; authority: place/local; authority: place/shared; authority: location/local","repeatable field, not in fieldgroup"
"publicart_3-0-0","uoc","Use of Collections Information","Staff","Staff name","staffGroupList > staffGroup","staffName","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","uoc","Use of Collections Information","User","User name","userGroupList > userGroup","user","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","uoc","Use of Collections Information","User","User institution","userGroupList > userGroup","userInstitution","authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","valuation","Insurance Information","Insurance","Insurer","insuranceGroupList > insuranceGroup","insurer","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","work","Work Information","Creator","Creator name","creatorGroupList > creatorGroup","creator","authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared","part of repeatable field group"
"publicart_3-0-0","work","Work Information","Term > Source","Term source name","workTermGroupList > workTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
